incident_id,date,state,city_or_county,address,n_killed,n_injured,congressional_district,gun_stolen,gun_type,incident_characteristics,latitude,location_description,longitude,n_guns_involved,notes,participant_age,participant_age_group,participant_gender,participant_status,participant_type,state_house_district,state_senate_district
491770,8/13/2013,Pennsylvania,Philadelphia,1100 block of Divinity Street,0,4,2,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.9439,,-75.2195,,Men shot in park; no suspects identified or apprehended.,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,,
492001,8/14/2013,Oklahoma,Oklahoma City,4601 SE 79,4,0,5,0::Unknown,0::380 Auto,"Shot - Dead (murder, accidental, suicide)||Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.3867,,-97.4356,1,Daniel Green was diagnosed as being schizophrenic and had a violent past.,0::53||1::34||2::16||3::0||4::40,0::Adult 18+||1::Adult 18+||2::Teen 12-17||3::Child 0-11||4::Adult 18+,0::Female||1::Female||2::Female||3::Male||4::Male,"0::Killed||1::Killed||2::Killed||3::Killed||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,94,15
1074613,8/17/2013,Pennsylvania,York,376 Walnut St,1,0,4,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Institution/Group/Business||Bar/club incident - in or around establishment",39.9672,George's Tavern,-76.7206,1,vic shot in back while breaking up a bar fight,1::25,0::Adult 18+||1::Adult 18+,0::Male||1::Male,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,95,28
491819,8/17/2013,California,San Francisco,1738 Telegraph Avenue,0,4,12,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",37.7767,Badd Boyz Hair and Barber Salon,-122.419,,Shooting the result of a purse stolen from a car that was burglarized.,4::20,0::Adult 18+||4::Adult 18+,0::Male||1::Female||4::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,17,11
491948,8/18/2013,New Jersey,Port Norris,1600 block of North Avenue,0,4,2,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.2649,,-75.024,,Shooting in a wooded area behind a house where a party was in progress.,,,0::Female||1::Male||2::Male||3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,1,1
491937,8/18/2013,Ohio,Toledo,2272 Scottwood Ave,0,4,9,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",41.6651,,-83.5591,,Shooting at a house party.,0::19||1::17||2::22||3::18,0::Adult 18+||1::Teen 12-17||2::Adult 18+||3::Adult 18+,0::Male||1::Female||2::Male||3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,44,11
491898,8/18/2013,South Carolina,Chesterfield,3217 Center Point Rd,1,4,7,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment||Possession (gun(s) found during commission of other crimes)",34.7104,Twisted Rooster Saloon,-80.1421,,,1::15||2::17||4::19||5::17||6::23||7::25||8::21||9::24,0::Adult 18+||1::Teen 12-17||2::Teen 12-17||3::Adult 18+||4::Adult 18+||5::Teen 12-17||6::Adult 18+||7::Adult 18+||8::Adult 18+||9::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male||7::Male||8::Male,"0::Killed||1::Injured||2::Injured||3::Injured||4::Injured||5::Unharmed, Arrested||6::Unharmed, Arrested||7::Unharmed, Arrested||8::Unharmed, Arrested||9::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect||7::Subject-Suspect||8::Subject-Suspect||9::Subject-Suspect,53,27
491840,8/18/2013,Illinois,Chicago,100 block of South Springfield,1,3,7,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",41.8798,,-87.7232,,,0::24||1::21||2::23||3::20,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Female||2::Female||3::Female,0::Killed||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,10,5
491965,8/19/2013,Illinois,Chicago,1011 W. Wilson,1,4,9,0::Unknown,0::7.62 [AK-47],"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",41.9653,Uptown Baptist Church,-87.6557,1,Three gang members and two other individuals shot in suspected gang war in front of church on night of homeless retreat at the church.,5::20,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male,"0::Killed||1::Injured||2::Injured||3::Injured||4::Injured||5::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,13,7
491992,8/20/2013,Maryland,Baltimore,1200 block of S. Carey St,2,2,3,0::Unknown,0::9mm,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.2806,,-76.6354,1,Shooting occurred over a $10 debt deceased victims allegedly owed the perpetrator.,0::22||1::21||4::35,0::Adult 18+||1::Adult 18+||2::Adult 18+||4::Adult 18+,0::Female||1::Male||2::Female||3::Female||4::Male,"0::Killed||1::Killed||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,40,40
958032,8/23/2013,New Jersey,Trenton,Middle Rose St and Brunswick Ave,1,0,,0::Unknown,0::Handgun,"Shot - Dead (murder, accidental, suicide)",40.2281,,-74.7611,1,vic shot twice in head,0::26||1::39,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Killed||1::Arrested,0::Victim||1::Subject-Suspect,,
492260,8/25/2013,South Carolina,Latta,214 Willis St,1,3,7,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",34.3305,Legion Club,-79.4333,,,0::21||5::21||6::19,0::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||5::Male||6::Male,"0::Killed||1::Injured||2::Injured||4::Injured||5::Unharmed, Arrested||6::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect,57,30
492270,8/25/2013,Minnesota,Minneapolis,2600 block of Cedar and 2600 block of 18th Avenue South,2,2,5,0::Unknown||1::Unknown,0::9mm||1::40 SW,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",44.9553,,-93.2489,2,Perpetrator was acquitted of this crime due to lack of evidence in June 2015 after a week's deliberation.,0::18||1::20,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Teen 12-17,0::Male||1::Male||2::Female||3::Female,0::Killed||1::Killed||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,,62
492276,8/25/2013,Florida,Lake Butler,1050 Southeast 6th Street,4,1,3,0::Unknown||1::Unknown||2::Unknown,0::22 LR||1::410 gauge||2::32 Auto,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Workplace shooting (disgruntled employee)",30.0194,Pritchett Trucking Inc,-82.3278,3,"Suspect had either been fired or had retired a few weeks previous to the incident.
Deputies recovered a .22-caliber rifle, a .410-small-bore shotgun and an unfi",0::28||1::80||2::66||3::44||4::72,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,0::Killed||1::Killed||2::Injured||3::Killed||4::Killed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,19,5
479646,8/25/2013,California,Oakland,1300 block of 104th Avenue,0,4,13,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",37.7389,,-122.169,,17 year old male was intended target.,0::8||1::12||2::17||3::44,0::Child 0-11||1::Teen 12-17||2::Teen 12-17||3::Adult 18+,0::Female||1::Female||2::Male||3::Female,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,18,9
479682,9/5/2013,North Carolina,Charlotte,2500 block of Pinckney Avenue,0,4,12,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Possession of gun by felon or prohibited person",35.2406,,-80.8095,,Shooting occurred during cleanup for Mothers of Murdered Offspring rally.,0::11||1::18||2::19||3::22||4::22,0::Child 0-11||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,107,37
479727,9/7/2013,Missouri,Saint Louis,5000 block of Durant Ave,1,3,1,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Possession of gun by felon or prohibited person",38.688,,-90.2456,1,"male, 21: shot in the abdomen; male, 49: shot in the buttocks; male, 38: shot in the ankle;
38.687968, -90.245635",0::36||1::21||2::38||3::49||4::21,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||4::Male,"0::Killed||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,76,5
479709,9/7/2013,Indiana,Gary,9300 block of Sunrise Boulevard,2,4,1,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",41.5971,,-87.2256,,"Incident result of earlier disturbance between two groups at Murphy’s Tavern, 5425 U.S. 12",0::32||1::18,0::Adult 18+||1::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Female||5::Female,0::Killed||1::Killed||2::Injured||3::Injured||4::Injured||5::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim,3,3
479734,9/10/2013,Connecticut,Bridgeport,Reservoir Ave and Grandview Ave,1,4,4,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",41.2205,T Mart,-73.1929,,Deceased victim not considered target. David Anderson was driver.,0::26||1::15||2::15||3::19||4::19||5::23||6::19||7::20,0::Adult 18+||1::Teen 12-17||2::Teen 12-17||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male||7::Male,"0::Killed||1::Injured||2::Injured||3::Injured||4::Injured||5::Unharmed, Arrested||6::Unharmed, Arrested||7::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect||7::Subject-Suspect,126,22
479774,9/11/2013,New York,New York,204 Varick St,0,4,10,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment||Gang involvement",40.7283,Sounds of Brazil,-74.0048,1,,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,66,27
479747,9/12/2013,Tennessee,Crab Orchard,,4,0,6,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Drug involvement",35.9576,,-84.8407,,,0::22||1::17||2::17||3::16||4::26||5::25,0::Adult 18+||1::Teen 12-17||2::Teen 12-17||3::Teen 12-17||4::Adult 18+||5::Adult 18+,0::Female||1::Male||2::Male||3::Male||4::Male||5::Female,"0::Killed||1::Killed||2::Killed||3::Killed||4::Unharmed, Arrested||5::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,25,15
479757,9/12/2013,District of Columbia,Washington,First Street and Pierce Street NW,1,3,1,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.9047,,-77.0122,,"One victim was shot in the lower body, another in the leg, and a third in the arm. Police believe incident grew out of dice game.",0::32,0::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Killed||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,,
479821,9/14/2013,North Carolina,Marion,80 Finley Road,0,4,11,0::Unknown,0::40 SW,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment||Possession of gun by felon or prohibited person",35.6864,Vortex Marion,-82.0201,1,,4::35,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,4::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,85,47
480104,9/15/2013,Colorado,Colorado Springs,1609 South Nevada,0,5,5,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment||Gang involvement",38.8111,Leyalina Hookah bar,-104.822,,,,,,0::Injured||1::Injured||2::Injured||3::Injured||4::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,18,11
480058,9/15/2013,Georgia,Snellville,4630 Anderson Livsey Lane,3,1,4,0::Unknown,0::Other,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",33.7709,,-84.05,1,,0::34||1::23||2::19||3::12||4::33,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Teen 12-17||4::Adult 18+,0::Female||1::Male||2::Male||3::Male||4::Male,"0::Killed||1::Injured||2::Killed||3::Killed||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,93,55
480071,9/15/2013,Washington,Yakima,2209 W Nob Hill Blvd,0,6,4,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment||Gang involvement",46.5854,Aladdin's Hookah Lounge,-120.538,,"Incident occurred in parking lot of hookah lounge, which is a private smoking club.",0::31||1::20||2::28||3::29||4::22||5::23,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Female||5::Female,0::Injured||1::Injured||2::Injured||3::Injured||4::Injured||5::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim,14,14
480366,9/16/2013,District of Columbia,Washington Navy Yard,1336 Isaac Hull Ave,11,3,1,0::Unknown||1::Unknown,0::9mm||1::Shotgun,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.873,NAVSEA Building 197,-76.9977,2,"Male victim shot in the leg, first female victim shot in the shoulder, second female shot in head (bullet did not pierce her skull) and hand.",0::59||1::53||2::51||3::53||4::62||5::73||6::51||7::50||8::61||9::46||10::58||11::52||15::34,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+||8::Adult 18+||9::Adult 18+||10::Adult 18+||11::Adult 18+||12::Adult 18+||13::Adult 18+||14::Adult 18+||15::Adult 18+,0::Male||1::Male||2::Male||3::Female||4::Female||5::Male||6::Female||7::Male||8::Male||9::Male||10::Male||11::Male||12::Male||13::Female||14::Female||15::Male,0::Killed||1::Killed||2::Killed||3::Killed||4::Killed||5::Killed||6::Killed||7::Killed||9::Killed||10::Killed||12::Injured||13::Injured||14::Injured||15::Killed,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Victim||9::Victim||10::Victim||11::Victim||12::Victim||13::Victim||14::Victim||15::Subject-Suspect,,
480394,9/17/2013,California,Stockton,700 block of North Airport Way,2,3,9,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",37.9625,Danny's Market,-121.276,,Five men in market parking lot shot by one of a group of four individuals that walked up to them.,0::26||1::22||2::23||3::30||4::34,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,0::Killed||1::Killed||2::Injured||3::Injured||4::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,13,5
480415,9/17/2013,Michigan,Lansing,1500 block of Ottawa Street,0,4,8,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",42.7349,,-84.573,,Perpetrators ambushed 3 of the 4 victims. The two perpetrators are being tried as adults.,0::17||1::14||2::15||3::15||4::17||5::16,0::Teen 12-17||1::Teen 12-17||2::Teen 12-17||3::Teen 12-17||4::Teen 12-17||5::Teen 12-17,0::Female||1::Male||2::Male||3::Male||5::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested||5::Unharmed",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,68,23
480453,9/17/2013,Nevada,Las Vegas,1300 block of Bartlett Avenue,0,4,4,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",36.2003,,-115.159,,,3::11,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Child 0-11,,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,6,4
480462,9/17/2013,Florida,Kissimmee,Flying Fortress Avenue,0,5,9,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",28.3107,,-81.4488,,,,,,0::Injured||1::Injured||2::Injured||3::Injured||4::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,43,14
480470,9/18/2013,Tennessee,Memphis,1033 Whitaker,1,4,9,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.0411,Birch Leaf Apartments,-90.0292,,,0::22,0::Adult 18+,0::Male,0::Killed||1::Injured||2::Injured||3::Injured||4::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,91,29
480521,9/19/2013,Illinois,Chicago,1809 W 50th St,0,12,3,0::Unknown,0::7.62 [AK-47],"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",41.803,Cornell Square Park,-87.6699,1,"Sources said the ""Brick Squad"" gang faction, a South Side band of the Vice Lords, Black P Stones and Gangster Disciples, was involved in the shooting.",0::3||1::17||2::15||3::27||4::24||5::21||6::41||7::33||8::31||9::23||10::37||11::25||12::33||13::20||14::21||15::22||16::28||17::22||18::20||19::22,0::Child 0-11||1::Teen 12-17||2::Teen 12-17||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+||8::Adult 18+||9::Adult 18+||10::Adult 18+||11::Adult 18+||12::Adult 18+||13::Adult 18+||14::Adult 18+||15::Adult 18+||16::Adult 18+||17::Adult 18+||18::Adult 18+||19::Adult 18+,0::Male||1::Female||2::Male||3::Male||4::Male||5::Male||6::Male||7::Female||8::Male||9::Female||10::Male||11::Male||12::Male||13::Male||14::Male||15::Male||16::Male||17::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Injured||5::Injured||6::Injured||7::Injured||9::Injured||10::Injured||11::Injured||12::Injured||13::Unharmed, Arrested||14::Unharmed, Arrested||15::Unharmed, Arrested||16::Unharmed||17::Unharmed, Arrested||18::Unharmed, Arrested||19::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Victim||9::Victim||10::Victim||11::Victim||12::Victim||13::Subject-Suspect||14::Subject-Suspect||15::Subject-Suspect||16::Subject-Suspect||17::Subject-Suspect||18::Subject-Suspect||19::Subject-Suspect,2,1
480582,9/20/2013,California,Long Beach,6500 block of Rose Avenue,2,2,44,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",33.8728,,-118.171,,Single perpetrator walked up to group and shot each of the group members.,0::26||1::24,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Female||3::Female,0::Killed||1::Killed||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,63,33
480605,9/20/2013,Texas,Rice,700 block of NW 0149,5,0,6,0::Unknown,0::22 LR,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Domestic Violence",32.2337,,-96.4661,1,,0::33||1::10||2::8||3::4||4::33,0::Adult 18+||1::Child 0-11||2::Child 0-11||3::Child 0-11||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Female,0::Killed||1::Killed||2::Killed||3::Killed||4::Killed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,,22
480632,9/21/2013,Florida,Palm Beach,2600 block of Forest Hill Boulevard,0,4,20,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",26.6552,Envy,-80.062,,,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,87,27
480661,9/22/2013,Missouri,Saint Louis,3916 North Florissant Road,1,3,1,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.662,,-90.2062,,,0::21||1::36||2::33||3::22,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,0::Killed||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,79,5
480669,9/22/2013,Michigan,Muskegon,149 Ottawa Ave,2,4,2,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",43.2489,Elks Lodge,-86.2368,1,"Jalisa Love was shot and injured, but died of injuries sustained when a car ran over her as she fled the shooting scene.;
43.249780, -86.236475",0::20||1::20||2::20||5::20||6::20,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+,0::Male||1::Male||2::Female||6::Male||7::Male,"0::Killed||1::Killed||2::Injured||3::Injured||4::Injured||5::Unharmed, Arrested||6::Unharmed, Arrested||7::Injured",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect||7::Victim,92,34
480646,9/22/2013,Kansas,Wichita,100 block of N. Mead,1,6,4,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",37.6861,,-97.3288,,,0::25||1::25||2::26||3::26||4::27||5::28||6::35,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male,0::Killed||1::Injured||2::Injured||3::Injured||4::Injured||5::Injured||6::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim,103,29
480691,9/24/2013,West Virginia,Huntington,300 W 7th Ave,0,6,3,0::Stolen||1::Stolen,0::Handgun||1::Handgun,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Possession of gun by felon or prohibited person",38.4136,Northcott Court,-82.4609,2,,0::21||1::36||2::22||3::23||4::19||5::23||6::31,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Injured||5::Injured||6::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Subject-Suspect,17,5
480700,9/25/2013,North Carolina,Haw River,1003 W. Main St,0,4,4,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",36.0934,Jet Sports Bar,-79.3526,,,4::20,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,63,24
480720,9/27/2013,Ohio,Zanesville,753 Putnam Ave,0,4,12,0::Unknown,0::Handgun,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",39.9272,Hoppy's Bar,-82.0073,1,,4::26,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Female||3::Female||4::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,97,20
