incident_id,date,state,city_or_county,address,n_killed,n_injured,congressional_district,gun_stolen,gun_type,incident_characteristics,latitude,location_description,longitude,n_guns_involved,notes,participant_age,participant_age_group,participant_gender,participant_status,participant_type,state_house_district,state_senate_district
495332,12/1/2013,Kansas,Topeka,1629 SW Central Park,4,0,2,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.0379,,-95.6905,1,,0::43||1::56||2::45||3::34,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Female||3::Female,0::Killed||1::Killed||2::Killed||3::Killed,0::Victim||1::Victim||2::Victim||3::Victim,58,18
495374,12/7/2013,Delaware,Wilmington,3421 Kirkwood Hwy,0,4,1,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",39.7361,Moodswing Nightclub,-75.6309,,Incident occurred when gunfire erupted after an event hosted by Philly rapper Meek Mill.,0::21||1::22||2::24||3::33,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,19,7
979523,12/7/2013,Pennsylvania,York,N George St and North St,1,0,4,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",39.9665,,-76.7298,1,suspect shot vic for not withdrawing tsetimony in another murder case,0::36||1::21,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Killed||1::Arrested,0::Victim||1::Subject-Suspect,95,28
495506,12/14/2013,North Carolina,Statesville,167 Wallace Springs,0,4,5,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.7603,,-80.8937,,"Fight began during large birthday party, leading to shots fired.",0::15||1::17||2::17||3::19,0::Teen 12-17||1::Teen 12-17||2::Teen 12-17||3::Adult 18+,3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,84,44
495530,12/15/2013,Texas,Channelview,900 block of Ashland Boulevard,0,5,36,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",29.7908,,-95.1355,,,0::17,0::Teen 12-17,0::Male||1::Male||2::Male||3::Male||4::Male,0::Injured||1::Injured||2::Injured||3::Injured||4::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,143,6
495543,12/15/2013,Florida,Homestead (Florida City),7th Avenue and 13th Terrace,1,3,26,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",25.4631,,-80.4572,,,,,,0::Killed||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,120,39
495548,12/21/2013,New Jersey,Trenton,Jersey Street and Home Avenue,1,4,12,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.205,Community Food Market,-74.7517,,,0::24,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Female,0::Killed||1::Injured||2::Injured||3::Injured||4::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,15,15
495557,12/21/2013,North Carolina,Shelby,Jose Street,0,4,10,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.2875,,-81.546,,,,,0::Male||1::Male||2::Male||3::Female,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,111,46
495566,12/22/2013,Michigan,Muskegon,2300 block of W McMillan Rd,1,3,2,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",43.3115,,-86.2997,1,"Individual turned away from party shoots and wounds 3, kills another.;
43.311513, -86.299701",0::21||4::22,0::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,0::Killed||1::Injured||2::Injured||3::Injured||4::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,92,34
495577,12/25/2013,New York,Medford,33A Cedarhurst Ave,1,3,1,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Armed robbery with injury/death and/or evidence of DGU found",40.8463,Ray’s Engine Installation,-72.9919,,,0::19||4::19,0::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Female||4::Male,"0::Killed||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,3,2
1012298,12/25/2013,New Jersey,Plainfield,Park Ave and E 9th St,1,0,12,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",40.6132,,-74.4143,1,,0::25,0::Adult 18+,0::Male,0::Killed,0::Victim,22,22
495588,12/25/2013,New Jersey,Irvington,Nye Avenue and 21st Street,3,2,10,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",40.7217,Slick’s GoGo Bar,-74.2217,,"Armed individual denied entrance to a club shoots and kills three, wounds two.",0::34||1::32||2::27||3::27||4::34,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male,0::Killed||1::Killed||2::Killed||3::Injured||4::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,28,28
496584,12/26/2013,Louisiana,Lockport,313 Tenth St,3,3,1,0::Unknown,0::Shotgun,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Domestic Violence",29.6456,,-90.5388,1,,0::61||1::61||2::40||3::67||4::51||5::38,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Male||1::Female||2::Female||3::Male||4::Female||5::Male,0::Injured||1::Killed||2::Injured||3::Killed||4::Injured||5::Killed,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,54,20
496634,12/26/2013,Louisiana,Slidell,2144 First St,2,6,1,0::Unknown,0::40 SW,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",30.2743,Shooters Socialbar,-89.7826,1,,0::22||1::23||8::22,0::Adult 18+||1::Adult 18+||8::Adult 18+,0::Male||1::Male||2::Male||8::Male,"0::Killed||1::Killed||2::Injured||3::Injured||4::Injured||5::Injured||6::Injured||7::Injured||8::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Subject-Suspect,76,1
496668,12/28/2013,Alabama,Montgomery,954 Highland Ave,3,5,2,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",32.3719,Centennial Hill Bar and Grill,-86.2952,,"Club security allegedly bribed to allow individuals with guns into the club, which led to a shooting as a result of a dispute.",0::21||1::22||2::20||3::20||4::23||5::20||6::24||8::25||9::25,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||8::Adult 18+||9::Adult 18+,0::Female||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male||8::Male||9::Male,"0::Killed||1::Killed||2::Injured||3::Injured||4::Injured||5::Killed||6::Injured||7::Injured||8::Unharmed, Arrested||9::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Subject-Suspect||9::Subject-Suspect,77,26
93832,12/29/2013,California,Duarte,2400 block of El Toro Rd,0,2,32,,,"Shot - Wounded/Injured||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot||Drive-by (car to street, car to car)||Possession (gun(s) found during commission of other crimes)",34.1204,,-117.992,,,0::24||1::36,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Injured||1::Injured,0::Subject-Suspect||1::Subject-Suspect,48,22
520496,12/29/2013,New Jersey,Lodi,,1,0,5,,,"Shot - Dead (murder, accidental, suicide)",40.8739,,-74.0845,,,0::85||1::30,0::Adult 18+||1::Adult 18+,0::Female||1::Male,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,38,38
496703,12/31/2013,Ohio,Barberton,300 block of Seventh Street Northeast,3,1,13,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed||Home Invasion - Resident injured||Armed robbery with injury/death and/or evidence of DGU found",41.0186,,-81.585,,Perpetrators forced their way into the home with intent of obtaining money and drugs. Both have been sentenced to life in prison.,0::18||1::14||2::42||3::38||4::22||5::30,0::Adult 18+||1::Teen 12-17||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Female||1::Male||2::Male||3::Female||4::Male||5::Male,"0::Killed||1::Killed||2::Killed||3::Injured||4::Unharmed||5::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,35,28
496684,12/31/2013,New York,Brooklyn,60 Glenmore Ave,0,6,8,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement||Pistol-whipping",40.6712,Howard Houses complex,-73.9088,,Five men shot and injured; one woman pistol-whipped in a gang - related shooting.,0::16||1::18||2::18||3::19||4::16||5::17,0::Teen 12-17||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Teen 12-17||5::Teen 12-17,0::Male||1::Male||2::Male||3::Male||5::Female,0::Injured||1::Injured||2::Injured||3::Injured||4::Injured||5::Injured||6::Unharmed||7::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Subject-Suspect||7::Subject-Suspect,55,20
935147,12/31/2013,California,Oakland,104th Ave and Walnut St,1,0,,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",,,,1,shot while walking home from party at Boys and Girls Club 930pm and died later at hospital; linked to murder of brother on Jan 19,0::13,0::Teen 12-17,0::Male,0::Killed,0::Victim,,
